sequence_id,timestep,heart_rate_bpm,hrv_ms,blood_oxygen_pct,accel_g,resp_rate_bpm,skin_temp_c,gsr_microsiemens,noise_db,steps_per_min,sleep_debt_hours,activity_level,noise_environment,skin_temp_profile,gsr_state,label
46,39,68.12,53.16,96.71,0.327,11.68,36.62,4.64,31.95,20,1.37,moderate,quiet,normal,alert,rested
46,40,67.35,50.84,97.49,0.171,12.37,36.57,4.37,40.69,28,1.37,moderate,busy,normal,calm,rested
46,41,71.16,58.36,97.27,0.221,12.06,36.54,4.79,37.64,26,1.37,moderate,quiet,normal,alert,rested
46,42,68.94,48.96,97.19,0.218,11.58,36.54,5.0,40.45,16,1.37,sedentary,busy,normal,alert,rested
46,43,71.38,52.26,97.12,0.303,10.56,36.47,5.18,42.4,22,1.37,moderate,busy,normal,alert,rested
46,44,66.38,54.25,97.27,0.088,11.73,36.51,5.39,36.44,22,1.37,moderate,quiet,normal,alert,rested
46,45,69.72,53.72,97.74,0.14,11.27,36.46,4.6,33.16,28,1.37,moderate,quiet,normal,alert,rested
46,46,66.18,54.81,97.02,0.3,12.08,36.47,5.24,30.55,18,1.37,sedentary,quiet,normal,alert,rested
46,47,68.32,58.96,97.63,0.259,11.67,36.5,4.91,37.96,18,1.37,sedentary,quiet,normal,alert,rested
47,0,66.88,56.06,97.71,0.32,11.32,36.64,4.4,36.65,19,0.72,sedentary,quiet,normal,calm,rested
47,1,66.42,59.64,97.21,0.329,12.2,36.67,4.78,31.95,27,0.72,moderate,quiet,normal,alert,rested
47,2,66.84,47.86,98.37,0.344,12.14,36.58,4.84,42.36,21,0.72,moderate,busy,normal,alert,rested
47,3,67.17,52.13,97.17,0.295,12.22,36.69,5.12,34.33,11,0.72,sedentary,quiet,normal,alert,rested
47,4,66.83,52.69,97.43,0.22,11.76,36.6,5.24,36.41,21,0.72,moderate,quiet,normal,alert,rested
47,5,68.93,53.3,97.31,0.265,12.14,36.53,5.41,36.64,35,0.72,moderate,quiet,normal,alert,rested
47,6,68.49,56.74,96.37,0.283,11.22,36.57,4.31,42.34,34,0.72,moderate,busy,normal,calm,rested
47,7,68.97,55.58,97.49,0.221,12.71,36.61,4.97,37.4,23,0.72,moderate,quiet,normal,alert,rested
47,8,66.85,57.3,96.78,0.246,13.03,36.56,4.48,38.7,24,0.72,moderate,quiet,normal,calm,rested
47,9,69.69,57.19,97.99,0.244,12.27,36.52,5.35,42.0,25,0.72,moderate,busy,normal,alert,rested
47,10,67.9,56.99,97.41,0.123,11.22,36.54,4.82,42.72,25,0.72,moderate,busy,normal,alert,rested
47,11,67.06,57.41,96.83,0.229,12.08,36.54,4.66,37.12,20,0.72,sedentary,quiet,normal,alert,rested
47,12,66.04,51.46,96.74,0.259,11.61,36.59,4.76,38.25,16,0.72,sedentary,quiet,normal,alert,rested
47,13,68.59,49.2,98.17,0.081,11.78,36.54,4.94,37.92,23,0.72,moderate,quiet,normal,alert,rested
47,14,65.1,51.35,97.69,0.166,11.66,36.57,4.58,42.26,13,0.72,sedentary,busy,normal,alert,rested
47,15,69.37,47.51,97.13,0.233,12.06,36.56,4.43,37.97,22,0.72,moderate,quiet,normal,calm,rested
47,16,62.17,51.56,97.3,0.218,10.63,36.42,4.61,36.66,8,0.72,sedentary,quiet,normal,alert,rested
47,17,64.79,47.52,97.46,0.232,11.96,36.54,3.63,43.06,16,0.72,sedentary,busy,normal,calm,rested
47,18,63.36,46.9,97.59,0.267,10.96,36.48,4.57,39.58,14,0.72,sedentary,quiet,normal,alert,rested
47,19,61.1,46.96,97.92,0.109,10.91,36.47,3.81,39.87,5,0.72,sedentary,quiet,normal,calm,rested
47,20,60.55,47.81,97.16,0.269,12.11,36.51,4.35,40.9,7,0.72,sedentary,busy,normal,calm,rested
47,21,62.86,42.59,97.75,0.094,11.26,36.49,4.35,33.98,12,0.72,sedentary,quiet,normal,calm,rested
47,22,60.47,42.69,97.9,0.172,10.88,36.55,4.9,32.57,0,0.72,sedentary,quiet,normal,alert,rested
47,23,55.44,38.88,97.12,0.093,10.78,36.47,4.66,38.92,0,0.72,sedentary,quiet,normal,alert,rested
47,24,58.46,41.04,97.22,0.227,9.99,36.53,4.82,33.54,0,0.72,sedentary,quiet,normal,alert,rested
47,25,52.89,37.71,97.4,0.128,10.92,36.45,5.6,38.05,2,0.72,sedentary,quiet,normal,alert,rested
47,26,56.1,38.25,97.83,0.368,10.2,36.51,4.54,34.57,1,0.72,sedentary,quiet,normal,alert,rested
47,27,52.47,37.02,97.18,0.268,10.06,36.51,4.94,39.3,0,0.72,sedentary,quiet,normal,alert,rested
47,28,56.65,35.58,98.08,0.248,10.55,36.55,5.0,33.99,0,0.72,sedentary,quiet,normal,alert,rested
47,29,53.19,35.85,96.82,0.21,9.82,36.57,5.01,41.56,6,0.72,sedentary,busy,normal,alert,rested
47,30,60.21,37.94,97.24,0.251,10.93,36.61,5.22,36.54,0,0.72,sedentary,quiet,normal,alert,rested
47,31,54.08,38.77,97.61,0.305,10.24,36.56,4.51,36.6,0,0.72,sedentary,quiet,normal,alert,rested
47,32,57.13,38.89,97.34,0.106,9.53,36.73,4.84,38.12,0,0.72,sedentary,quiet,normal,alert,rested
47,33,60.49,36.95,96.97,0.372,10.24,36.62,5.24,39.97,0,0.72,sedentary,quiet,normal,alert,rested
47,34,58.47,39.75,97.09,0.25,10.62,36.6,5.26,35.16,0,0.72,sedentary,quiet,normal,alert,rested
47,35,61.24,41.97,96.75,0.287,9.33,36.62,4.69,37.79,0,0.72,sedentary,quiet,normal,alert,rested
47,36,52.49,41.89,97.95,0.247,10.76,36.61,4.77,39.98,6,0.72,sedentary,quiet,normal,alert,rested
47,37,55.86,44.86,96.95,0.258,10.25,36.61,4.49,39.57,0,0.72,sedentary,quiet,normal,calm,rested
47,38,55.58,36.95,97.44,0.18,11.9,36.64,4.63,36.87,11,0.72,sedentary,quiet,normal,alert,rested
47,39,60.32,45.6,98.09,0.356,10.9,36.66,4.87,34.5,3,0.72,sedentary,quiet,normal,alert,rested
47,40,65.01,39.64,97.94,0.208,10.9,36.67,4.8,37.05,0,0.72,sedentary,quiet,normal,alert,rested
47,41,57.16,48.08,97.15,0.094,12.09,36.64,4.31,40.88,13,0.72,sedentary,busy,normal,calm,rested
47,42,59.43,44.93,97.4,0.136,10.44,36.66,4.6,40.16,2,0.72,sedentary,busy,normal,alert,rested
47,43,63.77,50.37,98.32,0.311,10.3,36.68,4.52,37.58,11,0.72,sedentary,quiet,normal,alert,rested
47,44,64.3,48.66,98.42,0.223,10.33,36.67,4.64,27.69,4,0.72,sedentary,quiet,normal,alert,rested
47,45,65.53,51.14,97.55,0.261,12.32,36.59,4.7,36.48,9,0.72,sedentary,quiet,normal,alert,rested
47,46,59.9,49.56,97.62,0.251,11.8,36.72,4.37,43.52,12,0.72,sedentary,busy,normal,calm,rested
47,47,63.42,49.65,97.25,0.25,11.54,36.74,4.94,42.33,15,0.72,sedentary,busy,normal,alert,rested
48,0,68.96,50.53,96.83,0.355,11.5,36.6,4.33,42.57,32,0.46,moderate,busy,normal,calm,rested
48,1,66.77,52.54,97.74,0.362,12.47,36.63,4.67,34.92,27,0.46,moderate,quiet,normal,alert,rested
48,2,64.56,55.52,97.74,0.314,11.24,36.64,5.23,36.11,32,0.46,moderate,quiet,normal,alert,rested
48,3,66.61,55.49,96.98,0.33,11.33,36.64,5.07,37.43,15,0.46,sedentary,quiet,normal,alert,rested
48,4,64.77,54.75,97.12,0.38,9.97,36.7,5.09,37.8,27,0.46,moderate,quiet,normal,alert,rested
48,5,68.55,49.88,97.36,0.332,11.78,36.57,4.81,34.6,18,0.46,sedentary,quiet,normal,alert,rested
48,6,62.52,55.64,97.86,0.137,12.03,36.59,4.88,43.37,19,0.46,sedentary,busy,normal,alert,rested
48,7,68.93,51.4,97.5,0.334,11.94,36.62,5.04,42.77,19,0.46,sedentary,busy,normal,alert,rested
48,8,70.14,60.42,96.39,0.417,13.1,36.5,4.78,36.74,29,0.46,moderate,quiet,normal,alert,rested
48,9,65.82,58.01,97.11,0.29,12.81,36.54,4.25,34.83,25,0.46,moderate,quiet,normal,calm,rested
48,10,66.53,50.76,97.65,0.431,11.32,36.56,4.81,42.28,34,0.46,moderate,busy,normal,alert,rested
48,11,68.61,55.62,96.57,0.285,11.47,36.55,5.11,40.43,29,0.46,moderate,busy,normal,alert,rested
48,12,72.88,57.35,97.35,0.283,12.03,36.5,5.49,41.4,14,0.46,sedentary,busy,normal,alert,rested
48,13,60.21,54.41,97.95,0.268,11.33,36.54,4.15,34.93,7,0.46,sedentary,quiet,normal,calm,rested
48,14,67.81,47.5,97.34,0.238,11.75,36.54,4.68,34.81,21,0.46,moderate,quiet,normal,alert,rested
48,15,67.22,48.55,97.63,0.163,10.94,36.45,4.02,37.02,17,0.46,sedentary,quiet,normal,calm,rested
48,16,64.9,42.17,98.37,0.359,10.48,36.62,4.32,37.48,15,0.46,sedentary,quiet,normal,calm,rested
48,17,64.87,48.51,98.41,0.121,11.18,36.43,3.95,36.28,8,0.46,sedentary,quiet,normal,calm,rested
48,18,64.12,45.34,98.44,0.128,12.03,36.49,4.94,33.39,27,0.46,moderate,quiet,normal,alert,rested
48,19,62.81,43.45,98.26,0.206,10.71,36.48,4.1,41.73,6,0.46,sedentary,busy,normal,calm,rested
48,20,59.51,45.71,97.28,0.167,11.11,36.5,4.44,30.67,0,0.46,sedentary,quiet,normal,calm,rested
48,21,56.39,44.17,97.66,0.193,12.08,36.48,4.47,39.85,9,0.46,sedentary,quiet,normal,calm,rested
48,22,60.5,43.9,97.42,0.141,10.47,36.52,4.2,38.7,3,0.46,sedentary,quiet,normal,calm,rested
48,23,57.61,44.93,97.49,0.218,10.71,36.45,4.42,40.48,2,0.46,sedentary,busy,normal,calm,rested
48,24,56.03,44.99,97.71,0.136,10.73,36.54,4.49,38.67,6,0.46,sedentary,quiet,normal,calm,rested
48,25,57.78,41.68,97.67,0.311,10.28,36.47,4.87,41.02,1,0.46,sedentary,busy,normal,alert,rested
48,26,54.36,41.45,97.71,0.245,10.52,36.57,5.48,37.33,7,0.46,sedentary,quiet,normal,alert,rested
48,27,53.93,37.03,97.33,0.302,9.36,36.57,4.43,43.51,0,0.46,sedentary,busy,normal,calm,rested
48,28,60.32,32.79,97.75,0.363,10.48,36.55,4.61,37.65,0,0.46,sedentary,quiet,normal,alert,rested
48,29,58.5,39.88,97.19,0.347,9.4,36.57,4.91,35.27,6,0.46,sedentary,quiet,normal,alert,rested
48,30,55.4,33.6,96.87,0.447,10.04,36.66,4.57,35.06,0,0.46,sedentary,quiet,normal,alert,rested
48,31,59.75,39.88,97.15,0.217,10.14,36.6,4.91,38.73,9,0.46,sedentary,quiet,normal,alert,rested
48,32,58.35,39.47,97.38,0.273,10.11,36.61,4.91,33.68,0,0.46,sedentary,quiet,normal,alert,rested
48,33,53.4,41.96,97.91,0.339,10.23,36.55,5.19,38.85,0,0.46,sedentary,quiet,normal,alert,rested
48,34,59.7,40.95,97.74,0.216,9.04,36.69,4.49,34.12,6,0.46,sedentary,quiet,normal,calm,rested
48,35,57.58,38.97,97.31,0.201,11.02,36.56,5.44,34.26,7,0.46,sedentary,quiet,normal,alert,rested
48,36,57.31,39.34,97.52,0.286,10.3,36.61,4.88,39.19,7,0.46,sedentary,quiet,normal,alert,rested
48,37,58.13,44.19,97.13,0.187,10.44,36.65,4.31,43.94,5,0.46,sedentary,busy,normal,calm,rested
48,38,56.71,40.86,98.13,0.179,11.42,36.67,4.9,42.25,14,0.46,sedentary,busy,normal,alert,rested
48,39,62.31,45.76,97.18,0.35,10.49,36.68,4.57,39.77,3,0.46,sedentary,quiet,normal,alert,rested
48,40,59.54,45.78,97.63,0.24,10.67,36.67,4.54,41.45,8,0.46,sedentary,busy,normal,alert,rested
48,41,62.35,43.39,97.67,0.157,11.51,36.6,3.48,40.07,13,0.46,sedentary,busy,normal,calm,rested
48,42,59.7,44.97,98.45,0.184,10.86,36.74,4.06,43.41,12,0.46,sedentary,busy,normal,calm,rested
48,43,62.54,41.81,97.73,0.229,9.78,36.68,4.21,38.24,7,0.46,sedentary,quiet,normal,calm,rested
48,44,63.41,43.46,97.22,0.17,10.67,36.63,4.52,32.33,16,0.46,sedentary,quiet,normal,alert,rested
48,45,64.25,48.14,97.86,0.215,10.59,36.7,4.33,40.44,14,0.46,sedentary,busy,normal,calm,rested
48,46,61.91,54.24,97.54,0.3,10.69,36.66,4.35,39.38,11,0.46,sedentary,quiet,normal,calm,rested
48,47,67.27,49.18,98.16,0.25,11.65,36.6,4.82,39.61,17,0.46,sedentary,quiet,normal,alert,rested
49,0,69.51,55.21,97.4,0.282,11.38,36.48,4.98,34.75,4,1.44,sedentary,quiet,normal,alert,rested
49,1,61.84,56.84,97.71,0.242,11.33,36.53,4.97,35.67,26,1.44,moderate,quiet,normal,alert,rested
49,2,65.61,48.1,97.25,0.33,11.14,36.45,4.92,41.87,19,1.44,sedentary,busy,normal,alert,rested
49,3,66.92,55.03,97.84,0.214,11.53,36.52,4.45,40.2,9,1.44,sedentary,busy,normal,calm,rested
49,4,63.28,52.07,98.17,0.027,11.01,36.45,4.21,43.76,19,1.44,sedentary,busy,normal,calm,rested
49,5,62.67,47.93,98.2,0.174,11.14,36.53,4.37,37.4,4,1.44,sedentary,quiet,normal,calm,rested
49,6,61.02,49.76,98.15,0.353,11.63,36.39,4.0,40.24,16,1.44,sedentary,busy,normal,calm,rested
49,7,59.07,45.76,97.73,0.087,10.97,36.44,4.53,47.35,10,1.44,sedentary,busy,normal,alert,rested
49,8,56.97,48.38,98.02,0.125,10.24,36.49,4.17,45.04,11,1.44,sedentary,busy,normal,calm,rested
49,9,62.2,44.86,97.7,0.235,11.72,36.52,4.57,41.85,7,1.44,sedentary,busy,normal,alert,rested
49,10,59.39,43.69,97.08,0.239,10.42,36.45,4.38,38.62,0,1.44,sedentary,quiet,normal,calm,rested
49,11,59.71,41.52,97.6,0.249,10.83,36.51,4.69,36.84,9,1.44,sedentary,quiet,normal,alert,rested
49,12,57.64,46.39,98.11,0.196,10.22,36.5,4.84,33.5,9,1.44,sedentary,quiet,normal,alert,rested
49,13,57.25,45.48,97.61,0.373,11.3,36.55,4.94,33.8,0,1.44,sedentary,quiet,normal,alert,rested
49,14,51.82,44.96,98.05,0.198,9.9,36.52,4.48,44.49,0,1.44,sedentary,busy,normal,calm,rested
49,15,56.06,38.01,97.77,0.266,11.08,36.45,4.92,43.45,0,1.44,sedentary,busy,normal,alert,rested
49,16,57.83,40.0,97.27,0.424,9.47,36.52,4.82,34.0,0,1.44,sedentary,quiet,normal,alert,rested
49,17,56.38,36.73,96.81,0.359,10.82,36.49,4.98,40.89,8,1.44,sedentary,busy,normal,alert,rested
49,18,54.76,35.22,96.5,0.328,10.62,36.59,5.06,36.37,10,1.44,sedentary,quiet,normal,alert,rested
49,19,57.27,41.35,97.04,0.321,9.0,36.65,4.64,33.89,0,1.44,sedentary,quiet,normal,alert,rested
49,20,54.78,38.09,97.45,0.381,10.23,36.67,5.14,43.2,4,1.44,sedentary,busy,normal,alert,rested
49,21,53.64,41.56,97.33,0.334,10.86,36.57,5.79,42.77,2,1.44,sedentary,busy,normal,alert,rested
49,22,57.25,45.16,96.95,0.268,10.31,36.62,4.61,34.08,0,1.44,sedentary,quiet,normal,alert,rested
49,23,56.2,44.85,97.37,0.222,10.71,36.67,5.07,37.46,0,1.44,sedentary,quiet,normal,alert,rested
49,24,53.26,45.29,97.0,0.268,10.02,36.53,4.95,46.8,1,1.44,sedentary,busy,normal,alert,rested
49,25,58.22,44.37,96.86,0.275,10.37,36.65,5.09,34.03,6,1.44,sedentary,quiet,normal,alert,rested
49,26,59.7,36.06,97.11,0.21,10.78,36.73,4.17,41.48,3,1.44,sedentary,busy,normal,calm,rested
49,27,58.75,37.97,98.2,0.192,10.46,36.62,4.48,37.52,4,1.44,sedentary,quiet,normal,calm,rested
49,28,59.62,45.02,97.56,0.155,10.2,36.62,4.33,37.42,10,1.44,sedentary,quiet,normal,calm,rested
49,29,57.67,46.13,97.52,0.344,11.25,36.61,4.78,41.01,3,1.44,sedentary,busy,normal,alert,rested
49,30,61.8,42.96,97.58,0.217,10.0,36.7,4.42,35.0,15,1.44,sedentary,quiet,normal,calm,rested
49,31,66.48,47.66,98.35,0.233,10.23,36.56,4.7,39.43,5,1.44,sedentary,quiet,normal,alert,rested
49,32,65.08,47.95,97.71,0.233,10.76,36.6,3.98,35.51,14,1.44,sedentary,quiet,normal,calm,rested
49,33,66.9,50.42,98.26,0.253,10.4,36.62,3.86,36.75,3,1.44,sedentary,quiet,normal,calm,rested
49,34,63.87,49.88,97.13,0.181,10.68,36.64,4.32,36.5,11,1.44,sedentary,quiet,normal,calm,rested
49,35,69.99,47.07,97.14,0.305,12.58,36.62,4.27,38.98,20,1.44,sedentary,quiet,normal,calm,rested
49,36,66.56,56.26,97.61,0.248,12.37,36.65,4.06,34.3,9,1.44,sedentary,quiet,normal,calm,rested
49,37,65.77,49.53,96.65,0.24,12.11,36.63,4.64,43.73,20,1.44,moderate,busy,normal,alert,rested
49,38,68.13,56.67,97.27,0.032,11.98,36.57,4.92,42.5,7,1.44,sedentary,busy,normal,alert,rested
49,39,66.32,56.55,97.15,0.349,10.59,36.6,5.09,34.11,23,1.44,moderate,quiet,normal,alert,rested
49,40,62.85,54.89,97.32,0.161,12.12,36.55,4.45,39.89,20,1.44,moderate,quiet,normal,calm,rested
49,41,67.2,50.43,96.32,0.233,12.46,36.63,5.03,40.83,21,1.44,moderate,busy,normal,alert,rested
49,42,67.44,51.11,96.97,0.3,11.89,36.48,4.31,36.98,22,1.44,moderate,quiet,normal,calm,rested
49,43,68.54,53.43,96.77,0.207,11.12,36.46,4.68,40.44,30,1.44,moderate,busy,normal,alert,rested
49,44,67.89,55.1,96.57,0.13,12.22,36.57,5.31,43.05,33,1.44,moderate,busy,normal,alert,rested
49,45,69.55,52.0,97.44,0.283,12.05,36.47,5.44,37.74,12,1.44,sedentary,quiet,normal,alert,rested
49,46,65.69,55.5,96.37,0.265,12.31,36.49,4.83,34.81,18,1.44,sedentary,quiet,normal,alert,rested
49,47,67.02,55.88,97.27,0.261,11.77,36.56,4.9,34.91,29,1.44,moderate,quiet,normal,alert,rested
50,0,70.33,58.09,96.97,0.32,11.55,36.62,5.23,44.49,25,0.94,moderate,busy,normal,alert,rested
50,1,66.46,55.42,96.68,0.186,11.98,36.63,5.35,39.83,29,0.94,moderate,quiet,normal,alert,rested
50,2,75.54,49.43,97.89,0.265,12.48,36.48,5.23,34.4,8,0.94,sedentary,quiet,normal,alert,rested
50,3,69.8,54.17,97.27,0.146,11.13,36.54,5.56,34.97,21,0.94,moderate,quiet,normal,alert,rested
50,4,69.87,59.49,97.16,0.277,11.3,36.5,5.28,39.34,29,0.94,moderate,quiet,normal,alert,rested
50,5,64.58,55.45,97.84,0.397,11.91,36.47,4.42,34.25,22,0.94,moderate,quiet,normal,calm,rested
50,6,69.81,49.34,96.89,0.224,12.08,36.48,4.94,40.28,22,0.94,moderate,busy,normal,alert,rested
50,7,69.18,53.31,97.43,0.261,11.88,36.54,5.24,34.36,26,0.94,moderate,quiet,normal,alert,rested
50,8,65.36,56.1,97.95,0.261,10.78,36.51,4.74,41.04,24,0.94,moderate,busy,normal,alert,rested
50,9,65.95,54.31,96.91,0.381,11.8,36.47,4.7,36.49,14,0.94,sedentary,quiet,normal,alert,rested
50,10,62.37,46.61,97.88,0.276,12.57,36.55,4.14,35.1,14,0.94,sedentary,quiet,normal,calm,rested
50,11,66.09,50.41,97.63,0.272,11.83,36.51,4.51,38.37,6,0.94,sedentary,quiet,normal,alert,rested
50,12,60.55,49.78,97.26,0.255,11.52,36.48,4.25,42.35,9,0.94,sedentary,busy,normal,calm,rested
50,13,63.71,51.16,97.63,0.209,11.17,36.4,4.23,39.87,7,0.94,sedentary,quiet,normal,calm,rested
50,14,58.82,42.31,97.76,0.044,10.88,36.55,4.44,42.26,13,0.94,sedentary,busy,normal,calm,rested
50,15,67.78,41.57,98.18,0.117,11.47,36.47,3.79,40.07,14,0.94,sedentary,busy,normal,calm,rested
50,16,54.79,45.81,97.99,0.335,9.9,36.51,4.24,39.89,0,0.94,sedentary,quiet,normal,calm,rested
50,17,57.77,41.14,97.23,0.034,11.89,36.38,4.35,38.91,0,0.94,sedentary,quiet,normal,calm,rested
50,18,56.94,43.03,97.84,0.262,10.2,36.53,4.39,43.12,3,0.94,sedentary,busy,normal,calm,rested
50,19,58.07,40.65,97.63,0.298,11.17,36.51,4.96,34.62,5,0.94,sedentary,quiet,normal,alert,rested
50,20,51.61,37.35,97.65,0.19,10.03,36.45,5.23,39.86,2,0.94,sedentary,quiet,normal,alert,rested
50,21,54.62,43.41,96.64,0.222,9.47,36.44,4.9,32.2,0,0.94,sedentary,quiet,normal,alert,rested
50,22,60.1,39.71,97.27,0.237,10.38,36.47,4.73,40.18,0,0.94,sedentary,busy,normal,alert,rested
50,23,55.3,42.34,96.92,0.267,10.05,36.5,4.91,34.97,0,0.94,sedentary,quiet,normal,alert,rested
50,24,58.89,40.67,97.72,0.335,8.92,36.65,4.91,33.51,4,0.94,sedentary,quiet,normal,alert,rested
50,25,60.12,39.66,97.51,0.225,10.06,36.45,4.8,43.7,0,0.94,sedentary,busy,normal,alert,rested
50,26,54.85,40.02,96.7,0.243,10.7,36.67,4.99,33.97,0,0.94,sedentary,quiet,normal,alert,rested
50,27,54.39,44.3,97.64,0.263,10.01,36.49,4.68,35.13,0,0.94,sedentary,quiet,normal,alert,rested
50,28,53.83,35.04,97.01,0.295,10.44,36.52,4.21,38.99,0,0.94,sedentary,quiet,normal,calm,rested
50,29,59.18,40.39,97.24,0.349,10.61,36.63,5.1,40.93,5,0.94,sedentary,busy,normal,alert,rested
50,30,54.19,42.71,97.34,0.331,9.98,36.53,5.07,33.83,0,0.94,sedentary,quiet,normal,alert,rested
50,31,55.5,45.17,97.54,0.338,10.47,36.54,4.86,42.19,0,0.94,sedentary,busy,normal,alert,rested
50,32,63.3,33.74,97.57,0.3,9.34,36.65,4.24,40.46,3,0.94,sedentary,busy,normal,calm,rested
50,33,53.56,38.73,96.82,0.272,10.76,36.57,4.29,38.97,0,0.94,sedentary,quiet,normal,calm,rested
50,34,60.92,41.38,97.29,0.124,9.88,36.58,4.53,34.39,3,0.94,sedentary,quiet,normal,alert,rested
50,35,57.71,46.66,97.8,0.136,10.63,36.68,4.43,37.11,12,0.94,sedentary,quiet,normal,calm,rested
50,36,65.74,47.03,97.97,0.212,10.89,36.71,4.34,39.43,0,0.94,sedentary,quiet,normal,calm,rested
50,37,65.64,49.1,98.26,0.035,11.75,36.62,4.27,43.1,10,0.94,sedentary,busy,normal,calm,rested
50,38,63.94,44.68,97.87,0.189,11.32,36.62,4.74,36.96,6,0.94,sedentary,quiet,normal,alert,rested
50,39,61.06,45.66,97.88,0.307,11.0,36.61,4.93,44.68,11,0.94,sedentary,busy,normal,alert,rested
50,40,59.16,51.77,98.5,0.184,11.61,36.65,4.55,40.72,14,0.94,sedentary,busy,normal,alert,rested
50,41,67.15,46.84,97.01,0.127,12.48,36.58,4.81,42.66,26,0.94,moderate,busy,normal,alert,rested
50,42,63.18,47.1,97.65,0.354,12.45,36.61,4.57,39.54,14,0.94,sedentary,quiet,normal,alert,rested
50,43,65.2,45.53,97.19,0.208,10.81,36.66,4.62,39.25,20,0.94,sedentary,quiet,normal,alert,rested
50,44,68.71,48.75,97.77,0.303,11.58,36.56,4.23,35.31,25,0.94,moderate,quiet,normal,calm,rested
50,45,67.16,53.98,97.69,0.203,12.16,36.61,4.94,42.39,26,0.94,moderate,busy,normal,alert,rested
50,46,64.36,52.25,96.78,0.121,10.79,36.61,5.17,35.79,15,0.94,sedentary,quiet,normal,alert,rested
50,47,68.76,50.59,98.1,0.287,11.69,36.57,4.58,33.44,18,0.94,sedentary,quiet,normal,alert,rested
51,0,66.65,51.5,97.76,0.274,10.24,36.47,4.7,39.99,14,1.45,sedentary,quiet,normal,alert,rested
51,1,60.76,44.12,98.0,0.453,11.37,36.4,3.97,40.6,15,1.45,sedentary,busy,normal,calm,rested
51,2,57.15,37.58,98.61,0.156,11.26,36.47,4.67,36.96,19,1.45,sedentary,quiet,normal,alert,rested
51,3,59.93,41.46,97.57,0.073,11.55,36.54,4.77,35.04,11,1.45,sedentary,quiet,normal,alert,rested
51,4,62.94,47.77,98.14,0.183,10.73,36.47,4.93,38.42,10,1.45,sedentary,quiet,normal,alert,rested
51,5,58.23,45.89,96.8,0.299,11.46,36.52,4.85,41.34,4,1.45,sedentary,busy,normal,alert,rested
51,6,57.98,42.0,97.77,0.176,9.91,36.5,4.66,42.18,0,1.45,sedentary,busy,normal,alert,rested
51,7,61.16,46.61,97.91,0.169,10.04,36.46,4.49,36.18,5,1.45,sedentary,quiet,normal,calm,rested
51,8,58.9,41.2,97.41,0.399,10.79,36.51,4.51,40.33,3,1.45,sedentary,busy,normal,alert,rested
51,9,56.03,42.27,96.64,0.32,10.62,36.47,4.8,38.99,8,1.45,sedentary,quiet,normal,alert,rested
51,10,57.05,37.01,97.6,0.233,9.77,36.48,4.68,37.13,3,1.45,sedentary,quiet,normal,alert,rested
51,11,59.75,34.99,97.82,0.319,9.68,36.55,4.92,42.27,0,1.45,sedentary,busy,normal,alert,rested
51,12,56.97,36.69,97.86,0.282,10.0,36.54,4.85,36.16,13,1.45,sedentary,quiet,normal,alert,rested
51,13,53.46,40.27,96.31,0.306,10.86,36.51,4.92,40.73,0,1.45,sedentary,busy,normal,alert,rested
51,14,58.83,39.04,97.22,0.367,10.09,36.6,4.54,42.56,6,1.45,sedentary,busy,normal,alert,rested
51,15,58.05,37.69,97.94,0.323,10.33,36.55,5.41,34.41,0,1.45,sedentary,quiet,normal,alert,rested
51,16,54.51,38.07,98.0,0.353,10.25,36.57,4.76,40.66,0,1.45,sedentary,busy,normal,alert,rested
51,17,56.74,41.52,97.44,0.227,9.17,36.56,4.82,37.36,0,1.45,sedentary,quiet,normal,alert,rested
51,18,58.1,40.15,97.39,0.287,10.44,36.6,4.82,42.12,0,1.45,sedentary,busy,normal,alert,rested
51,19,59.4,41.56,97.38,0.246,10.1,36.58,4.74,36.02,0,1.45,sedentary,quiet,normal,alert,rested
51,20,57.22,44.12,97.27,0.296,11.23,36.63,4.64,38.32,10,1.45,sedentary,quiet,normal,alert,rested
51,21,55.24,41.42,97.32,0.216,10.3,36.64,4.51,38.57,3,1.45,sedentary,quiet,normal,alert,rested
51,22,61.0,43.98,98.61,0.261,10.12,36.63,4.07,31.91,6,1.45,sedentary,quiet,normal,calm,rested
51,23,59.9,41.94,98.42,0.251,11.58,36.69,4.71,42.02,7,1.45,sedentary,busy,normal,alert,rested
51,24,63.04,46.17,97.83,0.313,10.73,36.62,4.63,37.93,11,1.45,sedentary,quiet,normal,alert,rested
51,25,60.65,46.51,97.74,0.209,11.2,36.77,4.45,39.17,26,1.45,moderate,quiet,normal,calm,rested
51,26,65.01,50.9,98.31,0.218,10.92,36.6,4.04,34.02,13,1.45,sedentary,quiet,normal,calm,rested
51,27,63.55,48.81,97.52,0.199,11.59,36.65,4.48,39.37,16,1.45,sedentary,quiet,normal,calm,rested
51,28,59.16,55.26,97.8,0.194,11.25,36.58,4.59,35.38,13,1.45,sedentary,quiet,normal,alert,rested
51,29,66.01,49.47,98.08,0.212,12.45,36.57,4.32,41.33,16,1.45,sedentary,busy,normal,calm,rested
51,30,62.78,51.32,97.47,0.398,11.41,36.54,4.4,41.52,8,1.45,sedentary,busy,normal,calm,rested
51,31,67.1,48.12,96.89,0.277,12.49,36.53,4.54,40.23,24,1.45,moderate,busy,normal,alert,rested
